campus,nome-do-curso,modalidade-do-curso,disciplina,carga-horaria
BAMBUI,Zootecnia,Bacharelado,Empreendedorismo,50
BAMBUI,Zootecnia,Bacharelado,Estatistica Experimental,50
BAMBUI,Zootecnia,Bacharelado,Etica e Cidadania,50
BAMBUI,Zootecnia,Bacharelado,Etologia e Bem Estar Animal,50
BAMBUI,Zootecnia,Bacharelado,Fertilidade do Solo,50
BAMBUI,Zootecnia,Bacharelado,Fisica Geral,50
BAMBUI,Zootecnia,Bacharelado,Fisiologia Animal Basica,50
BAMBUI,Zootecnia,Bacharelado,Forragicultura,50
BAMBUI,Zootecnia,Bacharelado,Fundamentos de Economia,50
BAMBUI,Zootecnia,Bacharelado,Fundamentos de Matematica,50
BAMBUI,Zootecnia,Bacharelado,Genetica,50
BAMBUI,Zootecnia,Bacharelado,Gestao de Pessoas,50
BAMBUI,Zootecnia,Bacharelado,Gestao e Legislacao Ambiental,50
BAMBUI,Zootecnia,Bacharelado,Laboratorio de Quimica Analitica,50
BAMBUI,Zootecnia,Bacharelado,Laboratorio de Quimica Analitica,50
BAMBUI,Zootecnia,Bacharelado,Laboratorio de Quimica Analitica,50
BAMBUI,Zootecnia,Bacharelado,Laboratorio de Quimica Geral,50
BAMBUI,Zootecnia,Bacharelado,Laboratorio de Quimica Geral,50
BAMBUI,Zootecnia,Bacharelado,Laboratorio de Quimica Geral,50
BAMBUI,Zootecnia,Bacharelado,Melhoramento Animal Aplicado,50
BAMBUI,Zootecnia,Bacharelado,Nutricao Animal Basica,50
BAMBUI,Zootecnia,Bacharelado,Nutricao de Ruminantes,50
BAMBUI,Zootecnia,Bacharelado,Parasitologia Basica,50
BAMBUI,Zootecnia,Bacharelado,Quimica Analitica,50
BAMBUI,Zootecnia,Bacharelado,Quimica Geral,50
BAMBUI,Zootecnia,Bacharelado,Seminario,50
BAMBUI,Zootecnia,Bacharelado,Superior de Superior de Tecnologia de Produtos de Origem Animal,50
BAMBUI,Zootecnia,Bacharelado,Superior de Superior de Tecnologia de Produtos de Origem Animal,50
BAMBUI,Zootecnia,Bacharelado,Tecnicas de oratoria e apresentacao,50
BAMBUI,Zootecnia,Bacharelado,Trabalho de Conclusao de Curso 2 (TCC2),50
BAMBUI,Zootecnia,Bacharelado,Zoologia Geral,50
BAMBUI,Zootecnia,Bacharelado,Zoologia Geral,50
BETIM,Engenharia de Controle e Automacao,Bacharelado,Acionamentos Eletricos,60
BETIM,Engenharia de Controle e Automacao,Bacharelado,Algoritmos e Estrutura de Dados II,60
BETIM,Engenharia de Controle e Automacao,Bacharelado,Analise de Sistemas Dinamicos Lineares,60
BETIM,Engenharia de Controle e Automacao,Bacharelado,Analise e Projeto de Software,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Calculo I,75
BETIM,Engenharia de Controle e Automacao,Bacharelado,Calculo II,60
BETIM,Engenharia de Controle e Automacao,Bacharelado,Calculo III,60
BETIM,Engenharia de Controle e Automacao,Bacharelado,Calculo Numerico,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Circuitos Eletricos II,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Controle Digital,60
BETIM,Engenharia de Controle e Automacao,Bacharelado,Conversao da Energia e Maquinas Eletricas,60
BETIM,Engenharia de Controle e Automacao,Bacharelado,Desenho Tecnico I,60
BETIM,Engenharia de Controle e Automacao,Bacharelado,Economia para Engenharia,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Eletronica Geral,60
BETIM,Engenharia de Controle e Automacao,Bacharelado,Fisica I,60
BETIM,Engenharia de Controle e Automacao,Bacharelado,Fisica II,60
BETIM,Engenharia de Controle e Automacao,Bacharelado,Gerenciamento de Projetos,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Gestao Empresarial e Empreendedorismo,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Instalacoes Eletricas Industriais,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Instrumentacao Industrial,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Interface Homem Maquina (IHM) para Microcontroladores,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Introducao a Ciencia da Computacao I,60
BETIM,Engenharia de Controle e Automacao,Bacharelado,Introducao a Ciencia da Computacao I,60
BETIM,Engenharia de Controle e Automacao,Bacharelado,Introducao a Engenharia,45
BETIM,Engenharia de Controle e Automacao,Bacharelado,Introducao a Sociologia,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Introducao as Tecnicas Especiais de Controle,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Laboratorio de Automacao,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Laboratorio de Circuitos Eletricos I,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Laboratorio de Controle de Processos,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Laboratorio de Controle de Processos,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Laboratorio de Eletronica de Potencia,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Laboratorio de Fisica I,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Laboratorio de Instrumentacao,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Mecanica Geral,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Metodologia Cientifica e Tecnologica,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Microcontroladores,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Probabilidade e Estatistica,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Quimica Geral,60
BETIM,Engenharia de Controle e Automacao,Bacharelado,Rede de Computadores,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Redes Neurais Artificiais,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Sistemas da Qualidade,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Sistemas Digitais,60
BETIM,Engenharia de Controle e Automacao,Bacharelado,Sistemas Hidropneumaticos,60
BETIM,Engenharia de Controle e Automacao,Bacharelado,TCC I,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,TCC II,30
BETIM,Engenharia de Controle e Automacao,Bacharelado,Tecnicas de Modelagem de Sistemas Dinamicos,60
BETIM,Engenharia Mecanica,Bacharelado,Algoritmos e Estrutura de Dados II,60
BETIM,Engenharia Mecanica,Bacharelado,Analise Estrutural,60
BETIM,Engenharia Mecanica,Bacharelado,Calculo I,75
BETIM,Engenharia Mecanica,Bacharelado,Calculo II,60
BETIM,Engenharia Mecanica,Bacharelado,Calculo III,60
BETIM,Engenharia Mecanica,Bacharelado,Calculo Numerico,30
BETIM,Engenharia Mecanica,Bacharelado,Ciencia dos Materiais I,30
BETIM,Engenharia Mecanica,Bacharelado,Ciencia dos Materiais III,30
BETIM,Engenharia Mecanica,Bacharelado,CLP - Controlador Logico Programavel,30
BETIM,Engenharia Mecanica,Bacharelado,Desenho Tecnico I,60
BETIM,Engenharia Mecanica,Bacharelado,Desenho Tecnico III - Modelamento,60
BETIM,Engenharia Mecanica,Bacharelado,Desenho Tecnico III - Modelamento,60
BETIM,Engenharia Mecanica,Bacharelado,Ecologia e Protecao Ambiental,30
BETIM,Engenharia Mecanica,Bacharelado,Economia para Engenharia,30
BETIM,Engenharia Mecanica,Bacharelado,Elementos de Maquinas,60
BETIM,Engenharia Mecanica,Bacharelado,Ergonomia e Seguranca do Trabalho,30
BETIM,Engenharia Mecanica,Bacharelado,Fisica I,60
BETIM,Engenharia Mecanica,Bacharelado,Fisica II,60
BETIM,Engenharia Mecanica,Bacharelado,Gerenciamento de Projetos,30
BETIM,Engenharia Mecanica,Bacharelado,Gestao Empresarial e Empreendedorismo,30
BETIM,Engenharia Mecanica,Bacharelado,Introducao a Ciencia da Computacao I,60
BETIM,Engenharia Mecanica,Bacharelado,Introducao a Ciencia da Computacao I,60
BETIM,Engenharia Mecanica,Bacharelado,Introducao a Engenharia,30
BETIM,Engenharia Mecanica,Bacharelado,Introducao a Engenharia Automotiva,30
BETIM,Engenharia Mecanica,Bacharelado,Introducao a programacao CNC,30
BETIM,Engenharia Mecanica,Bacharelado,Introducao a Sociologia,30
BETIM,Engenharia Mecanica,Bacharelado,Laboratorio de Fisica I,30
BETIM,Engenharia Mecanica,Bacharelado,Laboratorio de Fisica I,30
BETIM,Engenharia Mecanica,Bacharelado,Laboratorio de Quimica Geral,30
BETIM,Engenharia Mecanica,Bacharelado,Laboratorio de Quimica Geral,30
BETIM,Engenharia Mecanica,Bacharelado,Manufatura Aditiva por Deposicao a Arco,30
BETIM,Engenharia Mecanica,Bacharelado,Manutencao Mecanica,60
BETIM,Engenharia Mecanica,Bacharelado,Mecanica dos Fluidos,60
BETIM,Engenharia Mecanica,Bacharelado,Mecanica dos Solidos II,60
BETIM,Engenharia Mecanica,Bacharelado,Mecanica Geral,30
BETIM,Engenharia Mecanica,Bacharelado,Probabilidade e Estatistica,30
BETIM,Engenharia Mecanica,Bacharelado,Processos de Fabricacao I,30
BETIM,Engenharia Mecanica,Bacharelado,Processos de Fabricacao IV - Lab. Usinagem,60
BETIM,Engenharia Mecanica,Bacharelado,Projeto de Ferramental II - Injecao de termoplasticos,60
BETIM,Engenharia Mecanica,Bacharelado,Sistemas da Qualidade,30
BETIM,Engenharia Mecanica,Bacharelado,Sistemas Hidropneumaticos,60
BETIM,Engenharia Mecanica,Bacharelado,Sistemas Termicos - Maquinas de Calor e Fluxo,60
BETIM,Engenharia Mecanica,Bacharelado,TCC I,30
BETIM,Engenharia Mecanica,Bacharelado,TCC I,30
BETIM,Engenharia Mecanica,Bacharelado,TCC II,30
CONGONHAS,Engenharia de Producao,Bacharelado,Administracao estrategica,60
CONGONHAS,Engenharia de Producao,Bacharelado,Administracao estrategica,60
CONGONHAS,Engenharia de Producao,Bacharelado,Algebra linear,60
CONGONHAS,Engenharia de Producao,Bacharelado,Algebra linear,60
CONGONHAS,Engenharia de Producao,Bacharelado,Automacao industrial,60
CONGONHAS,Engenharia de Producao,Bacharelado,Automacao industrial,60
CONGONHAS,Engenharia de Producao,Bacharelado,Calculo I,90
CONGONHAS,Engenharia de Producao,Bacharelado,Calculo I,90
CONGONHAS,Engenharia de Producao,Bacharelado,Calculo II,60
CONGONHAS,Engenharia de Producao,Bacharelado,Calculo II,60
CONGONHAS,Engenharia de Producao,Bacharelado,Calculo III,60
CONGONHAS,Engenharia de Producao,Bacharelado,Calculo III,60
CONGONHAS,Engenharia de Producao,Bacharelado,Calculo numerico,60
CONGONHAS,Engenharia de Producao,Bacharelado,Calculo numerico,60
CONGONHAS,Engenharia de Producao,Bacharelado,Ciencia dos materiais,60
CONGONHAS,Engenharia de Producao,Bacharelado,Ciencia dos materiais,60
CONGONHAS,Engenharia de Producao,Bacharelado,Ciencia dos materiais,60
CONGONHAS,Engenharia de Producao,Bacharelado,Controle estatistico da qualidade,60
CONGONHAS,Engenharia de Producao,Bacharelado,Controle estatistico da qualidade,60
CONGONHAS,Engenharia de Producao,Bacharelado,Custos industriais e contabilidade gerencial,60
CONGONHAS,Engenharia de Producao,Bacharelado,Custos industriais e contabilidade gerencial,60
CONGONHAS,Engenharia de Producao,Bacharelado,Desenho tecnico I,30
CONGONHAS,Engenharia de Producao,Bacharelado,Desenho tecnico I,30
CONGONHAS,Engenharia de Producao,Bacharelado,Desenho tecnico II,60
CONGONHAS,Engenharia de Producao,Bacharelado,Desenho tecnico II,60
CONGONHAS,Engenharia de Producao,Bacharelado,Desenho tecnico II,60
CONGONHAS,Engenharia de Producao,Bacharelado,Empreendedorismo e inovacao,30
CONGONHAS,Engenharia de Producao,Bacharelado,Empreendedorismo e inovacao,30
CONGONHAS,Engenharia de Producao,Bacharelado,Engenharia de manutencao e confiabilidade,60
CONGONHAS,Engenharia de Producao,Bacharelado,Engenharia de manutencao e confiabilidade,60
CONGONHAS,Engenharia de Producao,Bacharelado,Engenharia do produto,60
CONGONHAS,Engenharia de Producao,Bacharelado,Engenharia do produto,60
CONGONHAS,Engenharia de Producao,Bacharelado,Equacoes diferenciais ordinarias,60
CONGONHAS,Engenharia de Producao,Bacharelado,Equacoes diferenciais ordinarias,60
CONGONHAS,Engenharia de Producao,Bacharelado,Estatistica aplicada,60
CONGONHAS,Engenharia de Producao,Bacharelado,Estatistica aplicada,60
CONGONHAS,Engenharia de Producao,Bacharelado,Estatistica e probabilidade,60
CONGONHAS,Engenharia de Producao,Bacharelado,Estatistica e probabilidade,60
CONGONHAS,Engenharia de Producao,Bacharelado,Etica e legislacao,30
CONGONHAS,Engenharia de Producao,Bacharelado,Etica e legislacao,30
CONGONHAS,Engenharia de Producao,Bacharelado,Fenomenos de transporte,60
CONGONHAS,Engenharia de Producao,Bacharelado,Fenomenos de transporte,60
CONGONHAS,Engenharia de Producao,Bacharelado,Fisica (Eletromagnetismo),60
CONGONHAS,Engenharia de Producao,Bacharelado,Fisica (Mecanica),60
CONGONHAS,Engenharia de Producao,Bacharelado,Fisica (Ondas e Optica),45
CONGONHAS,Engenharia de Producao,Bacharelado,Fisica (Ondas e Optica),45
CONGONHAS,Engenharia de Producao,Bacharelado,Fisica experimental,30
CONGONHAS,Engenharia de Producao,Bacharelado,Fisica experimental,30
CONGONHAS,Engenharia de Producao,Bacharelado,Fisica II,60
CONGONHAS,Engenharia de Producao,Bacharelado,Fisica III,60
CONGONHAS,Engenharia de Producao,Bacharelado,Fundamentos de administracao,30
CONGONHAS,Engenharia de Producao,Bacharelado,Fundamentos de administracao,30
CONGONHAS,Engenharia de Producao,Bacharelado,Fundamentos de administracao,30
CONGONHAS,Engenharia de Producao,Bacharelado,Geometria analitica,60
CONGONHAS,Engenharia de Producao,Bacharelado,Geometria analitica,60
CONGONHAS,Engenharia de Producao,Bacharelado,Gerenciamento da cadeia de suprimento,60
CONGONHAS,Engenharia de Producao,Bacharelado,Gerenciamento da cadeia de suprimento,60
CONGONHAS,Engenharia de Producao,Bacharelado,Gerenciamento de projetos,60
CONGONHAS,Engenharia de Producao,Bacharelado,Gerenciamento de projetos,60
CONGONHAS,Engenharia de Producao,Bacharelado,Gestao ambiental,60
CONGONHAS,Engenharia de Producao,Bacharelado,Gestao ambiental,60
CONGONHAS,Engenharia de Producao,Bacharelado,Gestao ambiental,60
CONGONHAS,Engenharia de Producao,Bacharelado,Gestao da qualidade,60
CONGONHAS,Engenharia de Producao,Bacharelado,Gestao da qualidade,60
CONGONHAS,Engenharia de Producao,Bacharelado,Gestao de pessoas,30
CONGONHAS,Engenharia de Producao,Bacharelado,Gestao de pessoas,30
CONGONHAS,Engenharia de Producao,Bacharelado,Gestao do conhecimento,30
CONGONHAS,Engenharia de Producao,Bacharelado,Gestao do conhecimento,30
CONGONHAS,Engenharia de Producao,Bacharelado,Gestao financeira e analise de investimentos,60
CONGONHAS,Engenharia de Producao,Bacharelado,Gestao financeira e analise de investimentos,60
CONGONHAS,Engenharia de Producao,Bacharelado,Instalacoes e equipamentos industriais,60
CONGONHAS,Engenharia de Producao,Bacharelado,Instalacoes e equipamentos industriais,60
CONGONHAS,Engenharia de Producao,Bacharelado,Instalacoes e equipamentos industriais,30
CONGONHAS,Engenharia de Producao,Bacharelado,Introducao a atividades extensionistas,30
CONGONHAS,Engenharia de Producao,Bacharelado,Introducao a atividades extensionistas,30
CONGONHAS,Engenharia de Producao,Bacharelado,Introducao a engenharia de producao,30
CONGONHAS,Engenharia de Producao,Bacharelado,Introducao a engenharia de producao,30
CONGONHAS,Engenharia de Producao,Bacharelado,Logistica,60
CONGONHAS,Engenharia de Producao,Bacharelado,Logistica,60
CONGONHAS,Engenharia de Producao,Bacharelado,Metodologia cientifica,30
CONGONHAS,Engenharia de Producao,Bacharelado,Modelamento mecanico,60
CONGONHAS,Engenharia de Producao,Bacharelado,Modelamento mecanico,60
CONGONHAS,Engenharia de Producao,Bacharelado,Modelamento mecanico,60
CONGONHAS,Engenharia de Producao,Bacharelado,Organizacao do trabalho e ergonomia,30
CONGONHAS,Engenharia de Producao,Bacharelado,Organizacao do trabalho e ergonomia,30
CONGONHAS,Engenharia de Producao,Bacharelado,Pesquisa operacional I,60
CONGONHAS,Engenharia de Producao,Bacharelado,Pesquisa operacional I,60
CONGONHAS,Engenharia de Producao,Bacharelado,Pesquisa operacional I,60
CONGONHAS,Engenharia de Producao,Bacharelado,Pesquisa operacional II,60
CONGONHAS,Engenharia de Producao,Bacharelado,Pesquisa operacional II,60
CONGONHAS,Engenharia de Producao,Bacharelado,Planejamento e controle da producao I,60
CONGONHAS,Engenharia de Producao,Bacharelado,Planejamento e controle da producao I,60
CONGONHAS,Engenharia de Producao,Bacharelado,Planejamento e controle da producao I,60
CONGONHAS,Engenharia de Producao,Bacharelado,Planejamento e controle da producao II,60
CONGONHAS,Engenharia de Producao,Bacharelado,Planejamento e controle da producao II,60
CONGONHAS,Engenharia de Producao,Bacharelado,Principios de economia,60
CONGONHAS,Engenharia de Producao,Bacharelado,Principios de economia,60
CONGONHAS,Engenharia de Producao,Bacharelado,Processos industriais I,60
CONGONHAS,Engenharia de Producao,Bacharelado,Processos industriais I,60
CONGONHAS,Engenharia de Producao,Bacharelado,Programacao de computadores I,60
CONGONHAS,Engenharia de Producao,Bacharelado,Programacao de computadores II,60
CONGONHAS,Engenharia de Producao,Bacharelado,Projeto de unidade produtiva,60
CONGONHAS,Engenharia de Producao,Bacharelado,Projeto de unidade produtiva,60
CONGONHAS,Engenharia de Producao,Bacharelado,Projeto em engenharia I,60
CONGONHAS,Engenharia de Producao,Bacharelado,Projeto em engenharia I,60
CONGONHAS,Engenharia de Producao,Bacharelado,Quimica experimental,15
CONGONHAS,Engenharia de Producao,Bacharelado,Quimica experimental,15
CONGONHAS,Engenharia de Producao,Bacharelado,Quimica geral,60
CONGONHAS,Engenharia de Producao,Bacharelado,Quimica geral,45
CONGONHAS,Engenharia de Producao,Bacharelado,Resistencia dos materiais,60
CONGONHAS,Engenharia de Producao,Bacharelado,Resistencia dos materiais,60
CONGONHAS,Engenharia de Producao,Bacharelado,Seguranca do Trabalho,30
CONGONHAS,Engenharia de Producao,Bacharelado,Sistemas de apoio a decisao,60
CONGONHAS,Engenharia de Producao,Bacharelado,Sistemas de apoio a decisao,60
CONGONHAS,Engenharia de Producao,Bacharelado,Sistemas de informacao,60
CONGONHAS,Engenharia de Producao,Bacharelado,Sistemas de informacao,60
CONGONHAS,Engenharia de Producao,Bacharelado,Sistemas minero-metalurgicos,60
CONGONHAS,Engenharia de Producao,Bacharelado,Sistemas minero-metalurgicos,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Algebra linear,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Algebra linear,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Analise estrutural I,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Analise estrutural I,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Analise estrutural II,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Analise estrutural II,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Calculo I,90
CONGONHAS,Engenharia Mecanica,Bacharelado,Calculo I,90
CONGONHAS,Engenharia Mecanica,Bacharelado,Calculo II,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Calculo II,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Calculo III,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Calculo III,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Calculo numerico,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Calculo numerico,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Caracterizacao de materiais,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Caracterizacao de materiais,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Ciencia dos materiais,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Ciencia dos materiais,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Cinematica e dinamica dos mecanismos,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Comando numerico computadorizado,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Desenho computacional,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Desenho computacional,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Desenho tecnico,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Desenho tecnico,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Elementos de maquinas,90
CONGONHAS,Engenharia Mecanica,Bacharelado,Elementos de maquinas I,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Elementos de maquinas II,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Elementos de maquinas II,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Eletronica,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Eletrotecnica,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Ensaios mecanicos,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Ensaios mecanicos,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Ensaios nao destrutivos,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Ensaios nao destrutivos,30
CONGONHAS,Engenharia Mecanica,Bacharelado,Equacoes diferenciais ordinarias,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Equacoes diferenciais ordinarias,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Estatica,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Estatica,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Estatistica e probabilidade,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Estatistica e probabilidade,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Fisica experimental,30
CONGONHAS,Engenharia Mecanica,Bacharelado,Fisica experimental,30
CONGONHAS,Engenharia Mecanica,Bacharelado,Fisica: Eletromagnetismo,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Fisica: Eletromagnetismo,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Fisica: Mecanica,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Fisica: Mecanica,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Fisica: ondas e optica,45
CONGONHAS,Engenharia Mecanica,Bacharelado,Fisica: ondas e optica,45
CONGONHAS,Engenharia Mecanica,Bacharelado,Fundamentos de Administracao,30
CONGONHAS,Engenharia Mecanica,Bacharelado,Fundamentos de Administracao,30
CONGONHAS,Engenharia Mecanica,Bacharelado,Geometria analitica,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Geometria analitica,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Instrumentacao,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Manutencao e confiabilidade,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Manutencao e confiabilidade,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Mecanica dos fluidos,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Mecanica dos Solidos,90
CONGONHAS,Engenharia Mecanica,Bacharelado,Mecanica dos Solidos,90
CONGONHAS,Engenharia Mecanica,Bacharelado,Metodologia cientifica,30
CONGONHAS,Engenharia Mecanica,Bacharelado,Metrologia,45
CONGONHAS,Engenharia Mecanica,Bacharelado,Modelamento de sistemas dinamicos,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Modelamento Mecanico (3D),60
CONGONHAS,Engenharia Mecanica,Bacharelado,Modelamento Mecanico (3D),60
CONGONHAS,Engenharia Mecanica,Bacharelado,Modelamento Mecanico (3D),60
CONGONHAS,Engenharia Mecanica,Bacharelado,Principios de economia,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Processos de fabricacao I,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Processos de fabricacao II,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Processos de fabricacao II,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Processos de fabricacao III,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Processos de fabricacao III,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Processos de fabricacao IV,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Processos de fabricacao IV,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Processos minero-metalurgicos,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Processos minero-metalurgicos,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Programacao de computadores,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Programacao de computadores,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Projetos mecanicos,45
CONGONHAS,Engenharia Mecanica,Bacharelado,Projetos mecanicos,45
CONGONHAS,Engenharia Mecanica,Bacharelado,Projetos mecanicos,45
CONGONHAS,Engenharia Mecanica,Bacharelado,Quimica experimental,15
CONGONHAS,Engenharia Mecanica,Bacharelado,Quimica experimental,15
CONGONHAS,Engenharia Mecanica,Bacharelado,Quimica geral,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Quimica geral,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Robotica,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Sistemas fluidomecanicos I,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Sistemas fluidomecanicos II,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Sistemas termicos I,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Sistemas termicos II,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Sistemas termicos II,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Sistemas termicos III,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Sistemas termicos III,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Sistemas termicos III,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Soldagem,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Superior de Superior de Tecnologia para o desenvolvimento sustentavel,30
CONGONHAS,Engenharia Mecanica,Bacharelado,Termodinamica,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Termodinamica,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Transferencia de calor,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Transferencia de calor,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Vibracoes mecanicas,60
CONGONHAS,Engenharia Mecanica,Bacharelado,Vibracoes mecanicas,60
CONGONHAS,Fisica,Licenciatura,Algebra Linear,60
CONGONHAS,Fisica,Licenciatura,Algebra Linear,60
CONGONHAS,Fisica,Licenciatura,Avaliacao das aprendizagens,30
CONGONHAS,Fisica,Licenciatura,Avaliacao das aprendizagens,30
CONGONHAS,Fisica,Licenciatura,Biologia geral,30
CONGONHAS,Fisica,Licenciatura,Biologia geral,30
CONGONHAS,Fisica,Licenciatura,Calculo I,90
CONGONHAS,Fisica,Licenciatura,Calculo I,90
CONGONHAS,Fisica,Licenciatura,Calculo II,60
CONGONHAS,Fisica,Licenciatura,Calculo II,60
CONGONHAS,Fisica,Licenciatura,Calculo III,60
CONGONHAS,Fisica,Licenciatura,Calculo III,60
CONGONHAS,Fisica,Licenciatura,Didatica do ensino de fisica,60
CONGONHAS,Fisica,Licenciatura,Didatica do ensino de fisica,60
CONGONHAS,Fisica,Licenciatura,Didatica do ensino de fisica,60
CONGONHAS,Fisica,Licenciatura,Eletromagnetismo,90
CONGONHAS,Fisica,Licenciatura,Eletromagnetismo,90
CONGONHAS,Fisica,Licenciatura,Eletromagnetismo - Experimental,45
CONGONHAS,Fisica,Licenciatura,Eletromagnetismo - Experimental,45
CONGONHAS,Fisica,Licenciatura,Equacoes diferenciais,30
CONGONHAS,Fisica,Licenciatura,Equacoes diferenciais,30
CONGONHAS,Fisica,Licenciatura,Estatistica e probabilidade,60
CONGONHAS,Fisica,Licenciatura,Estatistica e probabilidade,60
CONGONHAS,Fisica,Licenciatura,Estrutura e funcionamento da Educacao Basica,30
CONGONHAS,Fisica,Licenciatura,Estrutura e funcionamento da Educacao Basica,30
